phase	phaseDuration.ms	peakForce.mN	minimumForce.mN	forceChange.mN	meanForce.mN	sdForce.mN	meanForceRate.mNps	peakForceRate.mNps	peakPosition.mm	positionChange.mm	meanPosition.mm	sdPosition.mm	meanVelocity.mmps	peakVelocity.mmps	heldForce.mN	heldPosition.mm	condition	targetForce.mN	targetRampTime.ms	positionLimit.mm	sourceFile	PID	UpperThreshold	LowerThreshold	outliers
hold	195.5	423.12065525915233	408.1582952075478	14.962360051604549	409.0132797986092	1.583676779441363	-77.17489763320846	-3026.692393124449	5.531379181206681	0.5482078149445009	5.394763231650031	5.394763231650031	2.865772048990874	27.162630410087377	398.4022183863093	3.720145484488626	film	400	33.33000000000004	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_400.0_660_4.ddf	P04	440.00000000000006	360	include
hold	194	615.4247899057342	608.5048161855991	6.91997372013509	609.1582209685428	0.8379845582880789	-31.56451247255917	-1330.983772816353	5.311123531298882	0.5083033150791794	5.150454328563844	5.150454328563844	2.6555734021708384	16.41142328609746	598.8629766635984	3.94534916467161	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_100_4.ddf	P04	660	540	include
hold	194	615.5855672783601	607.5268084290291	8.05875884933107	608.2401839815032	1.0908998297021073	-36.6634599616759	-1280.675797891945	5.994892169980891	0.7665912420323613	5.79256871689655	5.79256871689655	4.0150721678583725	28.680589232184417	598.0871671287565	4.822637906739633	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_110_4.ddf	P04	660	540	include
hold	194	615.6722851992535	607.9679495451585	7.704335654094962	608.598617948364	0.9093654231862612	-35.09275983203463	-1362.4431616271977	5.699941325808157	0.5192013376299842	5.5332546832241265	5.5332546832241265	2.7133179384584154	17.078002800355208	598.3717587917697	4.554887688134995	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_130_4.ddf	P04	660	540	include
hold	194	615.350165852702	608.1223770115092	7.227788841192819	608.5917535453946	0.8708586948136803	-34.25473547899692	-1303.2663398496425	5.644396271612328	0.4742610207963285	5.505060445036352	5.505060445036352	2.4820737577250966	17.00465016240571	598.3104689983227	4.162554301159573	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_160_4.ddf	P04	660	540	include
hold	194.5	615.1583053214691	608.8378606526685	6.320444668800633	609.3818278376996	0.7959950943016616	-27.83483857442953	-1280.363027175781	5.103773253378609	0.37937023004630355	4.993443215362727	4.993443215362727	1.9847588472756317	15.315490344889326	598.9804630558631	3.4619023692115616	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_170_4.ddf	P04	660	540	include
hold	194	615.4366200454037	607.8433821458302	7.5932378995735235	608.4886911078045	0.8885670487931284	-35.270282085098316	-1328.7725551069798	5.749680254267129	0.485825986071597	5.596489597142049	5.596489597142049	2.541701807393122	17.070030932730518	598.2787308664108	4.587419006771377	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_180_4.ddf	P04	660	540	include
hold	194	615.5856325717624	608.1091900910953	7.47644248066706	608.6984021744241	0.9651732331838344	-35.63110952642959	-1282.2267674805516	5.7370822608903564	0.7964007466127354	5.499065690899465	5.499065690899465	4.155672086411141	23.75494838846315	598.4716337305172	4.4640574832521	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_20_4.ddf	P04	660	540	include
hold	194	616.3011679884911	607.7313316893232	8.569836299167946	608.486214128847	1.0838740759100003	-40.724145207076056	-1339.3028869329555	5.880202562248237	0.7736852108253132	5.631671222960154	5.631671222960154	4.038291862443193	23.525112839775986	598.1890573772769	4.442130287493149	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_200_4.ddf	P04	660	540	include
hold	194.5	616.0795539759407	607.5869154730618	8.49263850287889	608.2620150946898	1.1197795240985695	-38.19838994740435	-1341.8496980666532	5.918476613671398	0.6050120444707368	5.755312408694265	5.755312408694265	3.167244527268428	25.20127669321326	597.926974740675	4.526045896890174	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_210_4.ddf	P04	660	540	include
hold	194	615.6059706740368	607.8389996101281	7.766971063908727	608.4619528764143	0.9226958332479748	-35.950495258777316	-1336.136224950451	5.774677267908774	0.4922158666635079	5.618210057068529	5.618210057068529	2.575234173180591	17.33436004023403	598.1697129656536	4.587049770882343	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_240_4.ddf	P04	660	540	include
hold	194	617.4011123933597	607.4687365591609	9.932375834198751	608.0847524043133	1.2585500388414088	-48.47720121838486	-1479.948706081359	6.060560919429025	0.5961956515326055	5.9016574118649725	5.9016574118649725	3.137692077188154	28.17091496098101	597.8065717821762	4.912094568461499	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_250_4.ddf	P04	660	540	include
hold	193.5	618.2854218086567	607.6675911330609	10.61783067559577	608.3198847635709	1.3026605361530414	-52.51166269639545	-1699.6252192327574	5.932874491989587	0.6107617313724862	5.776269335915823	5.776269335915823	3.2257186287057764	30.055365192868777	598.1524746528414	4.920488730801055	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_280_4.ddf	P04	660	540	include
hold	194	615.4608439868258	608.0659790384782	7.394864948347617	608.7571794253442	0.870972917262301	-33.02904824276011	-1288.9154455590417	5.558314842785035	0.47153011514907295	5.409647752949114	5.409647752949114	2.4669164329579845	16.570262122510115	598.5862731754348	4.4958870807951605	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_290_4.ddf	P04	660	540	include
hold	194	616.2478515151852	607.8384956322643	8.409355882920863	608.5445899779056	1.003393531371752	-38.98643513951468	-1423.9243216698014	5.748371288076799	0.56102007529205	5.578819919360794	5.578819919360794	2.9370637861287534	20.47766221998515	598.3399309083004	4.566096259589538	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_30_4.ddf	P04	660	540	include
hold	194	616.3642185445472	608.1076793466127	8.256539197934444	608.8068027298962	1.08311306131077	-37.898515328160094	-1323.0105779650785	5.6518051532359985	0.753074369930288	5.4317743453881295	5.4317743453881295	3.937407728366883	25.502866474141683	598.5983069630546	4.395996008813553	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_310_4.ddf	P04	660	540	include
hold	194	616.9692822312629	608.0784216168082	8.89086061445471	608.9322566606263	1.0846170343563504	-41.81404784235161	-1407.1675539425996	5.57082918083101	0.8310426084235267	5.294912571885791	5.294912571885791	4.328415832912104	21.668542155754977	598.8800358261411	4.559947272616915	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_330_4.ddf	P04	660	540	include
hold	194	615.6645916887065	607.3243317054779	8.340259983228634	607.8889864162518	1.002616633212606	-37.87275085343508	-1457.6207896980122	6.129799724787792	0.5398816363240249	5.972418011220682	5.972418011220682	2.8280678267724673	20.35511196644002	597.4772871123994	4.604533695504558	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_340_4.ddf	P04	660	540	include
hold	194	617.1102887122227	608.1144666616146	8.995822050608012	608.8349975347725	1.151709085197615	-41.46485116326545	-1411.9181908918108	5.565363404565549	0.6092944605466704	5.388803445642305	5.388803445642305	3.1973144747665723	25.16640959085592	598.7619910320894	4.690927976552019	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_350_4.ddf	P04	660	540	include
hold	194	617.2003459914619	608.2218633860383	8.978482605423551	608.8587814827246	1.1424680234013844	-42.259448068930475	-1385.4663143238213	5.575849876896717	0.5956335393111374	5.409250977904735	5.409250977904735	3.127872326816582	25.475256509375654	598.7647160580221	4.731228260971693	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_370_4.ddf	P04	660	540	include
hold	194	617.7738961927001	608.2578721898852	9.516024002814902	608.8927320104636	1.186135945904978	-45.38288970101405	-1522.5564542263328	5.541371774527973	0.546735196426698	5.3876319122908285	5.3876319122908285	2.872893002834194	24.084985249105628	598.9098324029534	4.765394676503081	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_400_4.ddf	P04	660	540	include
hold	194	616.5722101304145	608.5590595659017	8.013150564512785	609.2487778513378	0.9693759771531952	-36.33306710200339	-1359.65507263154	5.2910829305936	0.5672744298017944	5.089185074269957	5.089185074269957	2.9613574598556975	17.41919228027733	599.1702017385186	4.495226353399757	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_410_4.ddf	P04	660	540	include
hold	194	616.5547263065645	608.237995982855	8.316730323709521	609.0225555929866	1.0020939950803318	-37.95304077725001	-1390.334646532665	5.443886099264418	0.5781714399626949	5.249440595012144	5.249440595012144	3.0214960649117564	19.01908932528329	598.9850754885582	4.623959697359518	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_430_4.ddf	P04	660	540	include
hold	194.5	616.0337810907562	607.7660388101906	8.267742280565585	608.4653682994633	0.9321386016041848	-41.59639009929682	-1773.108567643476	5.7530315720471705	0.4584876524843162	5.613781907449696	5.613781907449696	2.3954732336766535	17.25925616526247	598.1319132040242	4.407013565866433	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_450_4.ddf	P04	660	540	include
hold	194	616.7461524272859	608.2308716175457	8.515280809740148	608.9252420483016	1.0134773099840997	-39.34763174272359	-1438.8915078147877	5.49511746474446	0.6067399487266201	5.305448566704345	5.305448566704345	3.1720707805062944	20.45563616370849	598.8747664512257	4.71846238055275	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_460_4.ddf	P04	660	540	include
hold	194	616.6699184599815	607.4848140580146	9.185104401966896	608.3520257434835	1.1846010129813291	-42.316196389513735	-1397.681903440116	5.915726808510867	0.7563379481820602	5.700730986763854	5.700730986763854	3.956955421861736	26.579762740094992	598.26750926618	4.975291505768168	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_480_4.ddf	P04	660	540	include
hold	194	615.7079206137022	607.8331733972078	7.87474721649437	608.4411517070563	0.9423928364955116	-36.821349453122075	-1332.3363196102491	5.796506598788796	0.5158159170126977	5.63826958584717	5.63826958584717	2.701528683405707	19.26282381942457	598.2016014012866	4.70124461580019	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_50_4.ddf	P04	660	540	include
hold	194	616.7005454623695	608.1747166433742	8.525828818995365	608.7651455522875	1.0425772851035564	-40.40794678163847	-1439.3304047328002	5.593709028873798	0.6040045325834971	5.413117612835396	5.413117612835396	3.1613363264737444	21.75076583129254	598.625538054857	4.652899084755964	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_500_4.ddf	P04	660	540	include
hold	194.5	618.3121912869252	607.3328183623412	10.979372924584029	608.1521541982383	1.3847886032571035	-51.90636282309126	-1733.716982672604	6.154501071536885	0.9444423993762356	5.863691702916181	5.863691702916181	4.917838929396577	29.072383712193783	598.0138133268308	5.060284734531137	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_520_4.ddf	P04	660	540	include
hold	194	618.095624767798	607.6151738107467	10.48045095705129	608.4776921495202	1.3854736600988176	-49.23448879266591	-1620.4502561611207	5.952631753364148	0.8937610263106741	5.661754306560391	5.661754306560391	4.675090303881233	31.088075588451503	598.1941987089992	4.557772679628942	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_540_4.ddf	P04	660	540	include
hold	194.5	622.5133763325674	607.4930702866394	15.02030604592801	608.2412185355678	1.7510269493809656	-74.52749105881512	-2644.552944309453	6.042617398836441	0.707496706924573	5.835501148049208	5.835501148049208	3.709685830020668	31.784059858914304	598.1148983884209	5.020026739887873	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_560_4.ddf	P04	660	540	include
hold	194.5	619.1315239620342	607.3934648790971	11.73805908293707	608.1165805244214	1.382372810914914	-56.889410959967954	-1930.891731312613	6.073376920537098	0.6675289897605614	5.881045346593553	5.881045346593553	3.494500985428677	27.797404796061187	597.908979192456	4.889103018772433	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_570_4.ddf	P04	660	540	include
hold	194	615.9074525810117	607.3073881352931	8.600064445718658	608.1248296939079	1.0615669910071044	-40.90866632619698	-1358.834926843656	6.158289170494578	0.8728901559006932	5.822884898091664	5.822884898091664	4.541217823400388	20.7534215013645	597.9388527702822	4.948015629690616	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_600_4.ddf	P04	660	540	include
hold	194	616.9089565424515	607.7612907931516	9.147665749299904	608.5456179826699	1.0941301496138751	-42.47450658901908	-1470.3173309862905	5.804579623545099	0.7070236004092383	5.564127624587951	5.564127624587951	3.6917160507290743	22.030342915133616	598.4012104027723	4.6996350095931945	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_620_4.ddf	P04	660	540	include
hold	192.5	618.44226574305	607.3414951151271	11.100770627922884	608.2070026693488	1.5261075682093002	-53.43315545392781	-1453.503101865408	6.0790654901375865	0.8229335243344904	5.860012074412438	5.860012074412438	4.36741386230661	39.95470218137065	598.0704768297031	5.08000513331386	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_640_4.ddf	P04	660	540	include
hold	194	616.556781384796	607.7953006857892	8.761480699006711	608.5176307397898	1.0754407218978623	-40.75134537139843	-1463.926245925677	5.815667108728478	0.7515456093172892	5.554117370055205	5.554117370055205	3.918840455260607	21.33771846179755	598.3458849270137	4.70067491358681	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_650_4.ddf	P04	660	540	include
hold	194	617.209400051293	607.7878826648656	9.421517386427354	608.5557853405024	1.1289752408368234	-45.069544831806816	-1532.2992881453956	5.8121036167522115	0.7275306353229469	5.587995330902699	5.587995330902699	3.8027871388463184	24.22292636532397	598.5605183484879	4.924534589903882	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_670_4.ddf	P04	660	540	include
hold	194.5	618.20594647764506	607.7201260208966	10.485820456748456	608.4382260695876	1.290678631796482	-49.13431607691716	-1756.0337535346662	5.870047458876122	0.6570745947983765	5.652284472141011	5.652284472141011	3.4345993909431547	25.344572871077276	598.303998014266	4.820458232048889	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_690_4.ddf	P04	660	540	include
hold	194	615.9413726738014	607.3605877019615	8.580784971839876	608.22223407056	1.070319918625922	-39.43401535151923	-1401.417353619081	6.039755766947564	0.8443469728050124	5.801219232099239	5.801219232099239	4.404476822859808	24.647538482440723	598.0434640081024	4.910055621884371	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_70_4.ddf	P04	660	540	include
hold	194.5	615.4484415403376	606.5558952561416	8.892546284195987	607.5049108442918	1.0399791050628702	-45.559775684233294	-1786.870917167562	6.5319383642563444	0.865863675362327	6.228313530626495	6.228313530626495	4.4910733341533655	19.791249595158433	597.1301222906268	4.715184146008463	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_700_4.ddf	P04	660	540	include
hold	194	616.4135210791087	607.8051857297195	8.608335349389222	608.5210524781037	1.0188043814058203	-40.91813758059943	-1436.676355634063	5.857452551068667	0.6565034613290663	5.58708173608511	5.58708173608511	3.43215974830037	22.103219430711363	598.5923877615085	4.75246691964631	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_710_4.ddf	P04	660	540	include
hold	194	616.0758457654081	607.8236174436599	8.252228321748134	608.5984283049102	1.0427850867208472	-36.86141801423992	-1273.1343649754765	5.7626723511965805	0.7102899425515625	5.552872400998831	5.552872400998831	3.712959884129039	23.761509823071236	598.483366048174	4.781464034309479	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_730_4.ddf	P04	660	540	include
hold	194	615.7443751129967	607.314822789354	8.429552323642724	608.1231218863865	1.0218727304828814	-39.35637492814856	-1338.1122789000983	6.028282747387216	0.663521502446426	5.837589692650287	5.837589692650287	3.467903452520446	21.971438137601496	597.9448825926522	4.950740887575414	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_760_4.ddf	P04	660	540	include
hold	194	615.1460194829374	607.1611914791838	7.984828003753592	607.7287667186114	0.9406474976971066	-36.230269534325885	-1411.5856882808655	6.188121027281118	0.4435784107912477	6.0467540248132545	6.0467540248132545	2.3221587430335733	16.1629294575647	597.2071489935582	4.4863867216615825	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_770_4.ddf	P04	660	540	include
hold	194	617.0945236548588	607.8060263763712	9.288497278487624	608.518747205172	1.2066774751050469	-43.25505329352802	-1450.197032796268	5.816700391533572	0.6909562037639967	5.620459637292589	5.620459637292589	3.6225612966712553	27.26393687712481	598.4094416825867	4.832839567600223	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_780_4.ddf	P04	660	540	include
hold	194	615.5015836164247	608.5355833672435	6.9660002491812065	609.1445017076542	0.8130194019866929	-31.45721422141199	-1274.2592691554364	5.308802239013545	0.42208775459286585	5.185649573982619	5.185649573982619	2.2106357266880794	15.761788495931128	598.7770397012995	3.761917243130629	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_80_4.ddf	P04	660	540	include
hold	194	617.668778368038	607.6354602720162	10.033318096021844	608.4547819897256	1.2602491062805488	-46.4088336196192	-1572.3127294961614	5.843497508638848	0.653850306835654	5.653240310052344	5.653240310052344	3.4330298012634204	27.74797902016246	598.2875995045704	4.535719806886316	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_800_4.ddf	P04	660	540	include
hold	193.5	616.1420158011974	607.452375468895	8.689640332302474	608.3848142189228	1.1417970126067505	-39.644088548099255	-1271.8568014770426	5.935188895253261	0.8189034222315614	5.6866478255396125	5.6866478255396125	4.28982607405048	26.645672268463372	598.25704776655	5.000529058632625	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_820_4.ddf	P04	660	540	include
hold	194	616.3500997502025	607.7819042618017	8.568195488400761	608.4652248832546	1.0452991951346875	-41.03709008324544	-1373.6368371257868	5.845213531364199	0.7382490923793865	5.600400342010716	5.600400342010716	3.8485134769583778	20.573557778035937	598.1435408047895	4.352205619537641	film	600	50	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_600.0_830_4.ddf	P04	660	540	include
hold	194	812.8282348151887	806.8191849771296	6.009049838059127	807.7108154758656	0.7982994242682679	-28.78050314613427	-1891.12188928857	6.125168994556134	0.4668961399081182	5.982491612917561	5.982491612917561	2.4391354783003742	15.282960274488389	797.4259921245791	4.441071229344104	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_220_4.ddf	P04	880.0000000000001	720	include
hold	194	812.9554426855673	806.9628640846998	5.992578600867432	807.8452232834411	0.8030930764639044	-28.785221158874258	-1924.6436913610976	6.02620608849662	0.42864545662958786	5.8858101447401685	5.8858101447401685	2.237839897667148	13.583349018015056	797.5173219272322	4.394972401816054	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_270_4.ddf	P04	880.0000000000001	720	include
hold	194	812.9965916437297	807.068071441225	5.928520202504728	807.9941079464068	0.8004551827944878	-28.243738255248054	-1931.8771940627355	5.921968021729582	0.4146698016468413	5.790509669249468	5.790509669249468	2.16426889524385	13.586623250153806	797.8363602777897	4.530276496341645	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_320_4.ddf	P04	880.0000000000001	720	include
hold	193.5	814.3988259481027	806.1496035694836	8.249222378619152	807.0434944789085	1.1472281707923813	-41.568963526107424	-1824.5046256956812	6.740542610402948	0.7044400307116323	6.53340426650341	6.53340426650341	3.699214867861501	26.62559309546708	796.7525460553127	5.141247969785722	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_390_4.ddf	P04	880.0000000000001	720	include
hold	194	811.9691378288347	796.0239841926796	15.945153636155167	806.360438820822	1.3208132698852884	-80.8251789214613	-2430.8634628662276	7.022235398674366	0.765524520880593	6.835527187835023	6.835527187835023	3.979198262420533	22.356866718103777	795.9770239312152	5.222467607332382	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_580_4.ddf	P04	880.0000000000001	720	include
hold	195.5	813.1852643021291	777.9569644291842	35.228299872944945	803.924637485792	7.115308738052433	-179.16486310155085	-2344.0018225132917	7.020619971304454	0.5026557581298396	6.8916488077568285	6.8916488077568285	2.5896600353883743	17.813508462893424	793.5689962099078	5.306202805265826	film	800	67	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_800.0_610_4.ddf	P04	880.0000000000001	720	include
hold	193.5	912.8728090417414	906.770048645477	6.1027603962644434	908.2865544277082	0.7579266278733361	-29.88812018453508	-2192.589683943652	5.862295203158902	0.4712006897884544	5.70881438109725	5.70881438109725	2.4631146746204693	13.574024926338524	898.1861621174168	4.594162259077138	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_10_4.ddf	P04	990.0000000000001	810	include
hold	193.5	912.1055269580022	906.3366526063996	5.7688743516025625	907.801861290359	0.7421513753876744	-27.826950899358877	-2232.1486970361093	6.113416884610709	0.38244586117697743	5.996243625098859	5.996243625098859	2.0007479104065315	11.803324547111416	897.5743722381994	4.5665368666343475	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_120_4.ddf	P04	990.0000000000001	810	include
hold	193.5	911.531943170429	887.742437452415	23.789505718014084	905.7029312645816	3.267104712718548	-120.8482727659479	-1961.422831695927	7.020147862273056	0.4599278829850313	6.889673528041989	6.889673528041989	2.3891038606948003	14.15145759846581	895.4728707856576	5.533676398117984	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_360_4.ddf	P04	990.0000000000001	810	include
hold	204	911.2240720873732	766.6275085616422	144.59656352573109	822.1168295139317	44.11558013211854	-705.3698109524083	-4087.2885569847313	7.0219812220062865	0.181481331485708	7.005717124016047	7.005717124016047	0.8960035346035398	14.180763051104606	811.8733436930578	5.55203662229472	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_550_4.ddf	P04	990.0000000000001	810	exclude
hold	204.5	911.3812460269062	760.5579246430311	150.82332138387503	816.8452221018593	46.66859205381791	-734.35266358661	-4067.0610978149857	7.022175580829202	0.184207818023145	7.006231918472684	7.006231918472684	0.9084882160325832	14.988058274942873	806.5538611089687	5.497072615946882	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_720_4.ddf	P04	990.0000000000001	810	exclude
hold	207	911.3204127226984	733.6749031409802	177.6455095817181	793.224804311654	48.81348367412523	-854.4742475922227	-5179.398210862246	7.02262166659177	0.12672926523118644	7.0110034491917075	7.0110034491917075	0.6166149074186736	14.954203430756152	782.9342243584492	5.506419934457234	film	900	75	6	04_ddf/--film-shaved-aurora_2022-02-23_16-06-18_P04_900.0_810_4.ddf	P04	990.0000000000001	810	exclude
hold	193	1012.2334488148664	1006.5145712524468	5.718877562419493	1009.0049629316388	0.6361862436556284	-26.82743026828291	-2581.811519582516	5.242047748126228	0.3469060774683941	5.1299887902923675	5.1299887902923675	1.817132977547844	9.418307374227552	998.9651607705096	4.232599109297762	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_10_5.ddf	P04	1100	900	include
hold	193	1012.2725295656588	1005.083986846542	7.188542719116981	1007.086980683538	0.8903971050548148	-35.75747741113855	-2354.7125691738984	6.585412919529653	0.5802127930022145	6.395498222890796	6.395498222890796	3.0375569547082595	15.151794315777067	997.3877488974656	6.2309400332959495	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_420_5.ddf	P04	1100	900	include
hold	193.5	1011.6773899855632	1004.97863365222	6.698756333343113	1007.1182868639972	0.8255780089705135	-31.116845707400635	-2424.867631622874	6.4977081953910085	0.5071329671034226	6.335654974649362	6.335654974649362	2.6514283230046085	14.671507121892802	997.2998722387453	5.92109873148823	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_510_5.ddf	P04	1100	900	include
hold	193	1011.6704589018694	1005.864666871416	5.80579203045329	1008.094642835137	0.6973146678549396	-27.64632908709607	-2513.791082341413	5.788798689375448	0.3596640110123728	5.671113595159933	5.671113595159933	1.8842267668749304	10.044299276749769	998.106506925256	4.8191180393868045	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_60_5.ddf	P04	1100	900	include
hold	193	1011.8044717408768	1004.8298086569868	6.97466308389005	1006.9141025534556	0.8579676239126031	-34.54172497782454	-2422.6565587698587	6.658471944133052	0.5248298408464942	6.502922593212645	6.502922593212645	2.7545226685174238	16.67887587634098	997.1139660210052	6.102335147486853	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_650_5.ddf	P04	1100	900	include
hold	193	1011.9106496988934	1004.9198976343264	6.990752064566891	1006.8649786454976	0.8636188705297423	-34.717860208717354	-2377.5157417471746	6.711308900373321	0.5347780768514143	6.529311980240473	6.529311980240473	2.800958415218478	14.414752986722236	997.1532478031407	6.455622560777472	film	1000	83	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1000.0_740_5.ddf	P04	1100	900	include
hold	192.5	1210.615456728695	1203.733879094087	6.881577634608448	1207.1164957061626	0.7609382306195345	-32.5182061897597	-2831.51085761574	6.3958874564873405	0.3995136065568179	6.257681930588326	6.257681930588326	2.095645308183187	9.891875845074338	1197.288637731209	5.647743262390248	film	1200	100	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1200.0_140_5.ddf	P04	1320	1080	include
hold	192.5	1212.0776092751696	1205.3301798693003	6.747429405869298	1208.9544090415282	0.7117961828479299	-30.931933835922155	-2874.0280379420255	5.153805760110145	0.2685331551656054	5.056578285176476	5.056578285176476	1.4092461970182326	6.902721717827021	1198.8821005666732	4.016270364371351	film	1200	100	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1200.0_210_5.ddf	P04	1320	1080	include
hold	192.5	1210.125606420709	1203.094717695893	7.030888724815895	1206.4621518674485	0.7741753017156419	-33.49411518622921	-2798.0730536064584	6.848736452362092	0.35919447734242294	6.734057972900202	6.734057972900202	1.887234668985931	10.083627543723496	1196.5254827000638	5.816918963725604	film	1200	100	6	04_ddf/--film-shaved-aurora_2022-02-23_16-19-22_P04_1200.0_350_5.ddf	P04	1320	1080	include
